date,270002
20100101,1000.0
20100201,1000.0
20100301,1000.0
20100401,1000.0
20100501,1000.0
20100601,1000.0
20100701,1000.0
20100801,1000.0
20100901,1000.0
20101001,1000.0
20101101,1000.0
20101201,1000.0
20110101,1000.0
20110201,1000.0
20110301,1000.0
20110401,1000.0
20110501,1000.0
20110601,1000.0
20110701,1000.0
20110801,1000.0
20110901,1000.0
20111001,1000.0
20111101,1000.0
20111201,1000.0
20120101,1000.0
20120201,1000.0
20120301,1000.0
20120401,1000.0
20120501,1000.0
20120601,1000.0
20120701,1000.0
20120801,1000.0
20120901,1000.0
20121001,1000.0
20121101,1000.0
20121201,1000.0
20130101,1000.0
20130201,1000.0
20130301,1000.0
20130401,1000.0
20130501,1000.0
20130601,1000.0
20130701,1000.0
20130801,1000.0
20130901,1000.0
20131001,1000.0
20131101,1000.0
20131201,1000.0
20140101,1000.0
20140201,1000.0
20140301,1000.0
20140401,1000.0
20140501,1000.0
20140601,1000.0
20140701,1000.0
20140801,1000.0
20140901,1000.0
20141001,1000.0
20141101,1000.0
20141201,1000.0
20150101,1000.0
20150201,1000.0
20150301,1000.0
20150401,1000.0
20150501,1000.0
20150601,1000.0
20150701,1000.0
20150801,1000.0
20150901,1000.0
20151001,1000.0
20151101,1000.0
20151201,1000.0
20160101,1000.0
20160201,1000.0
20160301,1000.0
20160401,1000.0
20160501,1000.0
20160601,1000.0
20160701,1000.0
20160801,1000.0
20160901,1000.0
20161001,1000.0
20161101,1000.0
20161201,1000.0
20170101,1000.0
20170201,1000.0
20170301,1000.0
20170401,1000.0
20170501,1000.0
20170601,1000.0
20170701,1000.0
20170801,1000.0
20170901,1000.0
20171001,1000.0
20171101,1000.0
20171201,1000.0
20180101,1000.0
20180201,1000.0
20180301,1000.0
20180401,1000.0
20180501,1000.0
20180601,1000.0
20180701,1000.0
20180801,1000.0
20180901,1000.0
20181001,1000.0
20181101,1000.0
20181201,1000.0
20190101,1000.0
20190201,1000.0
20190301,1000.0
20190401,1000.0
20190501,1000.0
20190601,1000.0
20190701,1000.0
20190801,1000.0
20190901,1000.0
20191001,1000.0
20191101,1000.0
20191201,1000.0
20200101,1000.0
20200201,1000.0
20200301,1000.0
20200401,1000.0
20200501,1000.0
20200601,1000.0
20200701,1000.0
20200801,1000.0
20200901,1000.0
20201001,1000.0
20201101,1000.0
20201201,1000.0
20210101,1000.0
20210201,1000.0
20210301,1000.0
20210401,1000.0
20210501,1000.0
20210601,1000.0
20210701,1000.0
20210801,1000.0
20210901,1000.0
20211001,1000.0
20211101,1000.0
20211201,1000.0
20220101,1000.0
20220201,1000.0
20220301,1000.0
20220401,1000.0
20220501,1000.0
20220601,1000.0
20220701,1000.0
20220801,1000.0
20220901,1000.0
20221001,1000.0
20221101,1000.0
20221201,1000.0
20230101,1000.0
20230201,1000.0
20230301,1000.0
20230401,1000.0
20230501,1000.0
20230601,1000.0
20230701,1000.0
20230801,1000.0
20230901,1000.0
20231001,1000.0
20231101,1000.0
20231201,1000.0
20240101,1000.0
20240201,1000.0
20240301,1000.0
20240401,1000.0
20240501,1000.0
20240601,1000.0
20240701,1000.0
20240801,1000.0
20240901,1000.0
20241001,1000.0
20241101,1000.0
20241201,1000.0
20250101,1000.0
20250201,1000.0
20250301,1000.0
20250401,1000.0
20250501,1000.0
20250601,1000.0
20250701,1000.0
20250801,1000.0
20250901,1000.0
20251001,1000.0
20251101,1000.0
20251201,1000.0
